# text	start:end:type,...
洪波前往兴义路并加入兴义计算所	0:2:PER,4:7:LOC,10:15:ORG
我们与大河科技有限公司签署协议	3:11:ORG
证券交易今天恢复正常	-
莫云证券交易所完成系统升级	0:7:ORG
黄远生前往三洋村并加入三洋人民政府	0:3:PER,5:8:LOC,11:17:ORG
他从内华达州返回	2:6:LOC
他加入了桂山社计算所	4:10:ORG
孙炎今天发表讲话	0:2:PER
李国江前往祖门村并加入祖门数据研究院	0:3:PER,5:8:LOC,11:18:ORG
郑弘前往住宅小区并加入住宅小计算所	0:2:PER,4:8:LOC,11:17:ORG
杨守敬前往姜家山并加入姜家证券交易所	0:3:PER,5:8:LOC,11:18:ORG
报告由金顶北联合实验室提交	3:11:ORG
我们联系了朱光	5:7:PER
我们联系了任可澄	5:8:PER
报告由部门提交	-
记者采访了邹铉并发布报道	5:7:PER
我们与莽张商业银行签署协议	3:9:ORG
他从新城西街返回	2:6:LOC
路由器出现网络故障	-
王大明在南湖区工作	0:3:PER,4:7:LOC
他从上地村返回	2:5:LOC
研究生命起源	-
团队前往依西肯乡开展调研	4:8:LOC
我们与大黄产业集团签署协议	3:9:ORG
田间管理需要加强	-
他加入了拉希德人民政府	4:11:ORG
研究院正在建设新平台	-
他加入了阿克萨克马热勒证券交易所	4:16:ORG
项目位于皮村附近	4:6:LOC
白云矿区发布了最新通知	0:4:LOC
记者采访了梁希贤并发布报道	5:8:PER
货物已经抵达金锁村	6:9:LOC
大学毕业以后继续深造	-
负责人参加了项目评审	-
路由器出现网络故障	-
城庄联合实验室发布了新模型	0:7:ORG
宝山中心医院发布了新模型	0:6:ORG
我们联系了郑海麟	5:8:PER
盐仓街发布了最新通知	0:3:LOC
烧灰人民医院完成系统升级	0:6:ORG
项目位于蒙古帝国附近	4:8:LOC
东长沟大学发布了新模型	0:5:ORG
我们联系了熊勇	5:7:PER
他加入了美林社产业集团	4:11:ORG
项目位于广济街附近	4:7:LOC
落别布依族彝族中心医院完成系统升级	0:11:ORG
团队前往宝鸡县开展调研	4:7:LOC
他从南市大街返回	2:6:LOC
报告由大岞科学院提交	3:8:ORG
锦绣大地物流港发布了最新通知	0:7:LOC
团队前往福苑北区开展调研	4:8:LOC
小褚参加了项目评审	0:2:PER
青磁窑中心医院发布了新模型	0:7:ORG
我们与朱湾产业集团签署协议	3:9:ORG
项目位于马家冲村附近	4:8:LOC
他从小安乡返回	2:5:LOC
记者采访了松隆子并发布报道	5:8:PER
李端参加了项目评审	0:2:PER
吉祥计算所完成系统升级	0:5:ORG
会议由吴涵主持	3:5:PER
证券交易今天恢复正常	-
刘永济今天发表讲话	0:3:PER
汪洋大海一望无际	-
团队前往现场开展调研	-
货物已经抵达前门西河沿社区	6:13:LOC
货物已经抵达桃沟村	6:9:LOC
浙江温岭市新河科技有限公司发布了新模型	0:13:ORG
他从落别布依族彝族乡返回	2:10:LOC
团队前往孤店乡开展调研	4:7:LOC
顺峰计算所发布了新模型	0:5:ORG
货物已经抵达板塘区	6:9:LOC
我们与林坑证券交易所签署协议	3:10:ORG
我们与朝城智算中心签署协议	3:9:ORG
瑞金科学院发布了新模型	0:5:ORG
紫云数据研究院发布了新模型	0:7:ORG
我们联系了程颢	5:7:PER
货物已经抵达四川中路	6:10:LOC
证券交易今天恢复正常	-
利丰技术委员会完成系统升级	0:7:ORG
团队前往黄牛山开展调研	4:7:LOC
团队前往柘港乡开展调研	4:7:LOC
月牙科技有限公司完成系统升级	0:8:ORG
报告由山兜数据研究院提交	3:10:ORG
我们与乔家联合实验室签署协议	3:10:ORG
马树华精神广为流传	0:3:PER
货物已经抵达巢湖路	6:9:LOC
项目位于上浦村附近	4:7:LOC
我们联系了骆宾基	5:8:PER
我们与白扎中心医院签署协议	3:9:ORG
小席参加了项目评审	0:2:PER
范德华前往武夷路并加入武夷科学院	0:3:PER,5:8:LOC,11:16:ORG
强嘎大学完成系统升级	0:4:ORG
会议由徐商主持	3:5:PER
我们与富乐小智算中心签署协议	3:10:ORG
长须干马智算中心完成系统升级	0:8:ORG
陶然前往西贡区并加入西贡科学院	0:2:PER,4:7:LOC,10:15:ORG
他加入了上海闵行区梅陇人民医院	4:15:ORG
他从西洋村返回	2:5:LOC
旧宫地联合实验室完成系统升级	0:8:ORG
我们与长辛店商业银行签署协议	3:10:ORG
陆军正在组织训练	-
他加入了姚坪产业集团	4:10:ORG
报告由沙坪科技有限公司提交	3:11:ORG
市长今天发表讲话	-
他加入了金石井技术委员会	4:12:ORG
货物已经抵达海坨乡	6:9:LOC
他加入了先源商业银行	4:10:ORG
阿强加入云海数据研究院	0:2:PER,4:11:ORG
刘少奇前往三峡坝区并加入三峡坝商业银行	0:3:PER,5:9:LOC,12:19:ORG
团队前往浔埔社区开展调研	4:8:LOC
项目位于纬三路附近	4:7:LOC
证券交易今天恢复正常	-
山本萨夫精神广为流传	0:4:PER
报告由定福庄西科学院提交	3:10:ORG
八宝庄社智算中心完成系统升级	0:8:ORG
报告由北下庄证券交易所提交	3:11:ORG
他加入了海宁人民政府	4:10:ORG
他从东门村返回	2:5:LOC
柘溪产业集团发布了新模型	0:6:ORG
危素今天发表讲话	0:2:PER
他从金岭乡返回	2:5:LOC
他加入了懿德联合实验室	4:11:ORG
报告由解元联合实验室提交	3:10:ORG
货物已经抵达裕华西路	6:10:LOC
团队前往袍里乡开展调研	4:7:LOC
魏文通参加了项目评审	0:3:PER
你还小明天再说	-
字符串优化知识库	-
张靓颖前往康布乡并加入康布商业银行	0:3:PER,5:8:LOC,11:17:ORG
会议由萧耀南主持	3:6:PER
吴宗宪在技术团队工作	0:3:PER
他加入了红柳计算所	4:9:ORG
报告由山东省德州中心医院提交	3:12:ORG
我们与浙江德清县洛舍技术委员会签署协议	3:15:ORG
我们与丰民人民政府签署协议	3:9:ORG
晋城县发布了最新通知	0:3:LOC
项目位于大同村附近	4:7:LOC
河北香河县淑阳科技有限公司完成系统升级	0:13:ORG
我们与石府社技术委员会签署协议	3:11:ORG
报告由平江计算所提交	3:8:ORG
我们联系了松雪泰子	5:9:PER
这所大学今天开学	-
我们联系了刘寔	5:7:PER
姜声扬参加了项目评审	0:3:PER
货物已经抵达石嘴乡	6:9:LOC
货物已经抵达马棚镇	6:9:LOC
高桥一生前往宾达乡并加入宾达人民政府	0:4:PER,6:9:LOC,12:18:ORG
货物已经抵达党坝乡	6:9:LOC
邓家联合实验室发布了新模型	0:7:ORG
报告由枝江智算中心提交	3:9:ORG
我们与公主坟智算中心签署协议	3:10:ORG
孙山精神广为流传	0:2:PER
他从新开中路返回	2:6:LOC
高昂的成本需要控制	-
张苍今天发表讲话	0:2:PER
报告由河内中心医院提交	3:9:ORG
他从益溪村返回	2:5:LOC
记者采访了张善为并发布报道	5:8:PER
会议由李梦阳主持	3:6:PER
我们与滨湖大学签署协议	3:7:ORG
马鬃苗族计算所发布了新模型	0:7:ORG
田间管理需要加强	-
高昂的成本需要控制	-
汪洋大海一望无际	-
后峡地区发布了最新通知	0:4:LOC
凌云路发布了最新通知	0:3:LOC
会议由范洪主持	3:5:PER
王凤翔前往东风南路并加入槐树岭社人民医院	0:3:PER,5:9:LOC,12:20:ORG
郑鄤前往三马路并加入三马科学院	0:2:PER,4:7:LOC,10:15:ORG
沙塄河技术委员会完成系统升级	0:8:ORG
新蓉路发布了最新通知	0:3:LOC
报告由知木林科学院提交	3:9:ORG
田间管理需要加强	-
报告由社山智算中心提交	3:9:ORG
张栩在技术团队工作	0:2:PER
小王府发布了最新通知	0:3:LOC
他从洛川东路返回	2:6:LOC
高沟村发布了最新通知	0:3:LOC
大华山发布了最新通知	0:3:LOC
刘懋今天发表讲话	0:2:PER
团队前往杨家坝乡开展调研	4:8:LOC
记者采访了王晓鹰并发布报道	5:8:PER
他从八街坊西社区返回	2:8:LOC
报告由路村中心医院提交	3:9:ORG
团队前往霞溪村开展调研	4:7:LOC
团队前往范家村开展调研	4:7:LOC
项目位于库联村附近	4:7:LOC
高简前往许昌路并加入许昌科技有限公司	0:2:PER,4:7:LOC,10:18:ORG
他从马颈村返回	2:5:LOC
大庸联合实验室完成系统升级	0:7:ORG
汪洋大海一望无际	-
高昂的成本需要控制	-
汾阳县发布了最新通知	0:3:LOC
我们与楚安产业集团签署协议	3:9:ORG
货物已经抵达关河东路	6:10:LOC
他从贵池路返回	2:5:LOC
记者采访了庞会并发布报道	5:7:PER
会议由金俊明主持	3:6:PER
项目位于西关正街附近	4:8:LOC
忻州地区发布了最新通知	0:4:LOC
这所大学今天开学	-
我们与东风南大学签署协议	3:8:ORG
张伯苓参加了项目评审	0:3:PER
他加入了双屿工业科学院	4:11:ORG
研究院正在建设新平台	-
货物已经抵达劲松北路	6:10:LOC
彭真参加了项目评审	0:2:PER
赵之琛参加了项目评审	0:3:PER
余四海在技术团队工作	0:3:PER
思濛大学发布了新模型	0:4:ORG
货物已经抵达丁仁山	6:9:LOC
团队前往阿房四路开展调研	4:8:LOC
他从革什扎乡返回	2:6:LOC
我们与南景产业集团签署协议	3:9:ORG
项目位于金门民俗文化村附近	4:11:LOC
鸣皋大学发布了新模型	0:4:ORG
会议由赵丽宏主持	3:6:PER
陈桥人民政府发布了新模型	0:6:ORG
我们联系了陈明远	5:8:PER
证券交易今天恢复正常	-
纳木错乡发布了最新通知	0:4:LOC
货物已经抵达上张村	6:9:LOC
他从迎和小区返回	2:6:LOC
项目位于龙潭湖附近	4:7:LOC
程荣在技术团队工作	0:2:PER
货物已经抵达三吴村	6:9:LOC
我们与大美证券交易所签署协议	3:10:ORG
白泥坑村发布了最新通知	0:4:LOC
路由器出现网络故障	-
他从剪子巷返回	2:5:LOC
记者采访了欧阳勋并发布报道	5:8:PER
这所大学今天开学	-
患者服用药物控制症状	-
高昂的成本需要控制	-
许善达精神广为流传	0:3:PER
这所大学今天开学	-
林纾在技术团队工作	0:2:PER
团队前往升平区开展调研	4:7:LOC
负责人参加了项目评审	-
货物已经抵达凉水朝鲜族乡	6:12:LOC
研究院正在建设新平台	-
我们与碧云中心医院签署协议	3:9:ORG
大学毕业以后继续深造	-
研究院正在建设新平台	-
会议由桓范主持	3:5:PER
项目位于黄良镇附近	4:7:LOC
项目位于人民大街附近	4:8:LOC
记者采访了吴任臣并发布报道	5:8:PER
院辖智算中心发布了新模型	0:6:ORG
我们与贾家屯人民医院签署协议	3:10:ORG
怡安技术委员会完成系统升级	0:7:ORG
我们联系了余秋雨	5:8:PER
货物已经抵达中和街	6:9:LOC
会议由刘粲主持	3:5:PER
会议由周慕莲主持	3:6:PER
我们与赤尾人民医院签署协议	3:9:ORG
他加入了永泰小大学	4:9:ORG
会议由钱捷主持	3:5:PER
项目位于京山附近	4:6:LOC
团队前往张湾开展调研	4:6:LOC
周科进今天发表讲话	0:3:PER
丁瓒在技术团队工作	0:2:PER
他从富华街返回	2:5:LOC
他从关门山返回	2:5:LOC
他从岙岸村返回	2:5:LOC
郭思演前往槐树路并加入槐树大学	0:3:PER,5:8:LOC,11:15:ORG
团队前往现场开展调研	-
他从法国巴黎返回	2:4:LOC,4:6:LOC
研究生命起源	-
我们与科技路小技术委员会签署协议	3:12:ORG
我们与潍城科学院签署协议	3:8:ORG
石牌新技术委员会发布了新模型	0:8:ORG
伊籍今天发表讲话	0:2:PER
七道湾发布了最新通知	0:3:LOC
茶洛数据研究院发布了新模型	0:7:ORG
他加入了贲红人民政府	4:10:ORG
项目位于梁家潭乡附近	4:8:LOC
玉桥东中心医院发布了新模型	0:7:ORG
记者采访了范阳并发布报道	5:7:PER
报告由玉田新大学提交	3:8:ORG
郑简公在技术团队工作	0:3:PER
徐鼒参加了项目评审	0:2:PER
他加入了揭阳技术委员会	4:11:ORG
贾维前往湖二村并加入湖二数据研究院	0:2:PER,4:7:LOC,10:17:ORG
货物已经抵达常张乡	6:9:LOC
患者服用药物控制症状	-
团队前往坊前村开展调研	4:7:LOC
他加入了桑荣证券交易所	4:11:ORG
上下九步行人民政府发布了新模型	0:9:ORG
报告由部门提交	-
路嘉怡前往楼自庄村并加入楼自庄科技有限公司	0:3:PER,5:9:LOC,12:21:ORG
报告由部门提交	-
杨芳灿今天发表讲话	0:3:PER
报告由水碓子社联合实验室提交	3:12:ORG
市长今天发表讲话	-
记者采访了赵本山并发布报道	5:8:PER
梁小民精神广为流传	0:3:PER
项目位于长寿新村附近	4:8:LOC
他加入了大冲人民政府	4:10:ORG
田间管理需要加强	-
路由器出现网络故障	-
路嘉怡今天发表讲话	0:3:PER
我们与香槟大学签署协议	3:7:ORG
他加入了羊毛人民医院	4:10:ORG
货物已经抵达广东东莞市大朗镇	6:14:LOC
会议由李德旺主持	3:6:PER
我们与梓潼桥西大学签署协议	3:9:ORG
他加入了金龙商业银行	4:10:ORG
汪涵前往罗南镇并加入下场科学院	0:2:PER,4:7:LOC,10:15:ORG
汉川大学发布了新模型	0:4:ORG
记者采访了茅坤并发布报道	5:7:PER
会议由王与主持	3:5:PER
项目位于锣鼓巷附近	4:7:LOC
黄金桥开发联合实验室发布了新模型	0:10:ORG
兴康北大学完成系统升级	0:5:ORG
于谦精神广为流传	0:2:PER
袁晓园今天发表讲话	0:3:PER
你还小明天再说	-
宜昌开发科学院发布了新模型	0:7:ORG
后村智算中心完成系统升级	0:6:ORG
他从那洲返回	2:4:LOC
项目位于列瓦乡附近	4:7:LOC
团队前往西南街开展调研	4:7:LOC
货物已经抵达东南村	6:9:LOC
他加入了加拉萨大学	4:9:ORG
他加入了樟脚大学	4:8:ORG
他从政立路市光路返回	2:8:LOC
货物已经抵达三峡镇	6:9:LOC
报告由象山商业银行提交	3:9:ORG
他加入了西墩数据研究院	4:11:ORG
祥坂支大学完成系统升级	0:5:ORG
他从芽祖乡返回	2:5:LOC
货物已经抵达双河	6:8:LOC
沈平技术委员会发布了新模型	0:7:ORG
古井巷发布了最新通知	0:3:LOC
曹侃前往宝城路并加入宝城联合实验室	0:2:PER,4:7:LOC,10:17:ORG
溪林科学院完成系统升级	0:5:ORG
研究院正在建设新平台	-
大湾技术委员会发布了新模型	0:7:ORG
徐中雄前往通城并加入通城大学	0:3:PER,5:7:LOC,10:14:ORG
报告由庆春东中心医院提交	3:10:ORG
我们与广东东莞市大朗中心医院签署协议	3:14:ORG
我们与阳光占人民政府签署协议	3:10:ORG
冯礼今天发表讲话	0:2:PER
姚以价参加了项目评审	0:3:PER
杨综前往南马路并加入南马技术委员会	0:2:PER,4:7:LOC,10:17:ORG
记者采访了周昆并发布报道	5:7:PER
我们与崇业人民政府签署协议	3:9:ORG
项目位于丫河附近	4:6:LOC
项目位于姜家店乡附近	4:8:LOC
我们联系了周桓王	5:8:PER
茅于轼前往梨丰乡并加入梨丰计算所	0:3:PER,5:8:LOC,11:16:ORG
卢周来前往佳亨路并加入佳亨技术委员会	0:3:PER,5:8:LOC,11:18:ORG
你还小明天再说	-
中嘉路发布了最新通知	0:3:LOC
村前路发布了最新通知	0:3:LOC
市长春节前发表讲话	-
项目位于羽山路附近	4:7:LOC
他加入了高沟计算所	4:9:ORG
他加入了台中人民医院	4:10:ORG
我们与滨河南中心医院签署协议	3:10:ORG
团队前往贺县开展调研	4:6:LOC
会议由常大淳主持	3:6:PER
五顷塬回族证券交易所发布了新模型	0:10:ORG
山格村发布了最新通知	0:3:LOC
鲍俊前往祥云村并加入祥云计算所	0:2:PER,4:7:LOC,10:15:ORG
我们联系了臧启芳	5:8:PER
团队前往合盛堡乡开展调研	4:8:LOC
张荫麟参加了项目评审	0:3:PER
邓忠参加了项目评审	0:2:PER
货物已经抵达良村	6:8:LOC
田间管理需要加强	-
我们联系了李丽珍	5:8:PER
格村计算所发布了新模型	0:5:ORG
汪辉祖精神广为流传	0:3:PER
团队前往黑水路开展调研	4:7:LOC
项目位于南马路附近	4:7:LOC
金园村发布了最新通知	0:3:LOC
他从花果路返回	2:5:LOC
报告由会稽人民医院提交	3:9:ORG
我们联系了汪元亨	5:8:PER
曹仁前往徐家浜村并加入徐家浜产业集团	0:2:PER,4:8:LOC,11:18:ORG
周贻白前往旺兴村并加入旺兴人民政府	0:3:PER,5:8:LOC,11:17:ORG
货物已经抵达留智庙镇	6:10:LOC
报告由马益顺智算中心提交	3:10:ORG
团队前往下黄村开展调研	4:7:LOC
项目位于产德乡附近	4:7:LOC
桂林科学院发布了新模型	0:5:ORG
朱祁钰前往刘村并加入刘村人民政府	0:3:PER,5:7:LOC,10:16:ORG
货物已经抵达湾子村	6:9:LOC
辖曼联合实验室发布了新模型	0:7:ORG
团队前往岞山开展调研	4:6:LOC
汪洋大海一望无际	-
项目位于松园小区附近	4:8:LOC
报告由胜利技术委员会提交	3:10:ORG
报告由部门提交	-
普通用户今天提交申请	-
报告由新宾人民医院提交	3:9:ORG
会议由仲康主持	3:5:PER
负责人参加了项目评审	-
李维汉今天发表讲话	0:3:PER
他从江都市返回	2:5:LOC
货物已经抵达燕王乡	6:9:LOC
山民计算所发布了新模型	0:5:ORG
刘乾今天发表讲话	0:2:PER
我们联系了赵顼	5:7:PER
他加入了驿马图科学院	4:10:ORG
记者采访了江美琪并发布报道	5:8:PER
他从长青园社区返回	2:7:LOC
王尊三前往前平坊村并加入前平坊证券交易所	0:3:PER,5:9:LOC,12:20:ORG
赵立凡参加了项目评审	0:3:PER
他加入了八道沟商业银行	4:11:ORG
四川郫县犀浦镇发布了最新通知	0:7:LOC
货物已经抵达国货路	6:9:LOC
梅园产业集团发布了新模型	0:6:ORG
货物已经抵达公主坟村	6:10:LOC
他从大觉社区返回	2:6:LOC
金陵中路发布了最新通知	0:4:LOC
货物已经抵达鲤鱼山	6:9:LOC
研究院正在建设新平台	-
